name,genre,type,episodes,members,rating
Noblesse: Awakening,"Action, School, Supernatural, Vampire",ONA,1.0,28864,7.72
Ouritsu Uchuugun: Honneamise no Tsubasa,"Action, Drama, Military, Sci-Fi, Space",Movie,1.0,18469,7.72
Tanaka-kun wa Itsumo Kedaruge Specials,"Comedy, School, Slice of Life",Special,1.0,5400,7.72
Toradora! OVA,"Comedy, Romance, School, Slice of Life",OVA,1.0,25154,7.72
Towa no Quon 5: Souzetsu no Raifuku,"Action, Super Power, Supernatural",Movie,1.0,18060,7.72
Urusei Yatsura Movie 5: Final,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1.0,2783,7.72
Zhen Hun Jie,"Action, Supernatural",ONA,24.0,2480,7.72
Aa! Megami-sama!: Tatakau Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2.0,18465,7.71
Arakawa Under the Bridge,"Comedy, Romance, Seinen",TV,13.0,162622,7.71
Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",TV,46.0,146521,7.71
Evangelion: 3.0 You Can (Not) Redo,"Action, Mecha, Sci-Fi",Movie,1.0,135318,7.71
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,"Comedy, Fantasy, Military, Parody",Special,16.0,31262,7.71
Gakkou no Kaidan,"Horror, Mystery, Supernatural",TV,19.0,42033,7.71
Gakkougurashi!,"Horror, Mystery, Psychological, School, Slice of Life",TV,12.0,140094,7.71
Gensoumaden Saiyuuki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,50.0,31179,7.71
Giant Killing,"Drama, Seinen, Sports",TV,26.0,36947,7.71
Hetalia: The World Twinkle Extra Disc,"Comedy, Historical, Parody",OVA,1.0,2152,7.71
High School DxD BorN,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12.0,192171,7.71
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,"Sci-Fi, Shounen, Sports",Movie,1.0,4535,7.71
Mainichi Kaasan,"Comedy, Slice of Life",TV,142.0,1707,7.71
Mirai Nikki Redial,"Action, Psychological, Shounen, Supernatural",OVA,1.0,135604,7.71
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"Drama, Fantasy, Shoujo, Slice of Life, Supernatural",Special,1.0,14703,7.71
Ojiisan no Lamp,"Drama, Historical",Movie,1.0,11745,7.71
Pokemon Black and White 2: Introduction Movie,"Action, Fantasy, Kids",ONA,1.0,8554,7.71
Prince of Tennis: Another Story II - Ano Toki no Bokura,"Shounen, Sports",OVA,4.0,6005,7.71
Seitokai Yakuindomo,"Comedy, School, Shounen, Slice of Life",TV,13.0,217617,7.71
Shounen Onmyouji,"Action, Demons, Fantasy, Historical, Magic, Shoujo, Supernatural",TV,26.0,33321,7.71
Sukitte Ii na yo.,"Romance, School, Shoujo",TV,13.0,233410,7.71
Toaru Majutsu no Index: Endymion no Kiseki,"Action, Magic, Sci-Fi, Super Power",Movie,1.0,54873,7.71
Tokyo Ghoul: &quot;Jack&quot;,"Action, Drama, Horror, School, Seinen, Supernatural",OVA,1.0,70635,7.71
Ushio to Tora (TV),"Action, Adventure, Comedy, Demons, Shounen, Supernatural",TV,26.0,90931,7.71
Ano Natsu de Matteru,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",TV,12.0,169718,7.7
Arslan Senki (TV): Fuujin Ranbu,"Action, Adventure, Drama, Fantasy, Historical, Shounen, Supernatural",TV,8.0,53577,7.7
Boku wa Tomodachi ga Sukunai Next,"Comedy, Harem, Romance, School, Seinen, Slice of Life",TV,12.0,214319,7.7
Fairy Tail Movie 1: Houou no Miko,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",Movie,1.0,77560,7.7
Final Fantasy VII: Advent Children - Venice Film Festival Footage,"Action, Drama, Fantasy, Sci-Fi",Movie,1.0,6498,7.7
Future GPX Cyber Formula Zero,"Drama, Sci-Fi, Shounen, Sports",OVA,8.0,1113,7.7
Ghost in the Shell: Arise - Border:2 Ghost Whispers,"Mecha, Police, Psychological, Sci-Fi",Movie,1.0,24880,7.7
High School DxD,"Comedy, Demons, Ecchi, Harem, Romance, School",TV,12.0,398660,7.7
Hourou Musuko Specials,"Drama, School",Special,2.0,4714,7.7
Ike! Ina-chuu Takkyuubu,"Comedy, Ecchi, School, Sports",TV,26.0,7988,7.7
Imawa no Kuni no Alice (OVA),"Action, Psychological, Shounen, Supernatural, Thriller",OVA,3.0,18351,7.7
Isshuukan Friends.,"Comedy, School, Shounen, Slice of Life",TV,12.0,139601,7.7
Kamisama no Memochou,Mystery,TV,12.0,130502,7.7
Kimagure Orange☆Road,"Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power",TV,48.0,16012,7.7
Ling Qi,"Action, Comedy, Magic, Supernatural",ONA,20.0,2673,7.69
Love Live! School Idol Project,"Music, School, Slice of Life",TV,13.0,155281,7.7
Oda Nobuna no Yabou,"Comedy, Historical, Romance",TV,12.0,133216,7.7
Pokemon XY: Mega Evolution,"Action, Adventure, Comedy, Fantasy, Kids",Special,4.0,10227,7.7
Ranma ½: Akumu! Shunmin Kou,"Action, Comedy, Martial Arts, Shounen, Supernatural",OVA,1.0,7064,7.7
Shingeki no Kyojin Movie 1: Guren no Yumiya,"Action, Drama, Fantasy, Shounen, Super Power",Movie,1.0,31990,7.7
Strike Witches Movie,"Action, Ecchi, Magic, Military, Sci-Fi",Movie,1.0,23856,7.7
Tsubasa Chronicle 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural",TV,26.0,79166,7.7
Uchuu Patrol Luluco,"Action, Adventure, Comedy, Space",TV,13.0,50236,7.7
Waga Seishun no Arcadia,"Action, Adventure, Drama, Sci-Fi, Space",Movie,1.0,4415,7.7
"Yondemasu yo, Azazel-san.","Comedy, Demons, Supernatural",OVA,4.0,18400,7.7
Yuru Yuri,"Comedy, School, Shoujo Ai, Slice of Life",TV,12.0,148140,7.7
Aa! Megami-sama!: Sorezore no Tsubasa,"Comedy, Magic, Romance, Seinen, Supernatural",TV,22.0,42026,7.69
Aikatsu!,"Music, School, Shoujo, Slice of Life",TV,178.0,16990,7.69
Air Gear,"Action, Comedy, Ecchi, Shounen, Sports",TV,25.0,194611,7.69
Chuuka Ichiban!,"Action, Comedy, Drama, Shounen",TV,52.0,8586,7.69
Gugure! Kokkuri-san,"Comedy, Shounen, Supernatural",TV,12.0,87824,7.69
Hanbun no Tsuki ga Noboru Sora,"Comedy, Drama, Romance",TV,6.0,65125,7.69
Initial D: Project D to the Next Stage - Project D e Mukete,"Action, Cars, Drama, Seinen, Sports",Special,1.0,3150,7.69
Inu x Boku SS,"Comedy, Romance, Shounen, Supernatural",TV,12.0,216204,7.69
InuYasha: Toki wo Koeru Omoi,"Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Super Power",Movie,1.0,51354,7.69
Kiniro no Corda: Primo Passo,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",TV,25.0,63134,7.69
Kuroko no Basket Movie 1: Winter Cup Soushuuhen - Kage to Hikari,"School, Shounen, Sports",Movie,1.0,7573,7.69
Kuroshitsuji Special,"Comedy, Demons, Parody",Special,1.0,53706,7.69
Layton Kyouju to Eien no Utahime,Mystery,Movie,1.0,12867,7.69
Love Stage!!,"Comedy, Romance, Shounen Ai",TV,10.0,83397,7.69
Macross Zero,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5.0,23568,7.69
Moyashimon,"Comedy, School, Supernatural",TV,11.0,44465,7.69
Nodame Cantabile OVA 2,"Comedy, Josei, Romance",OVA,1.0,17226,7.69
Saenai Heroine no Sodatekata,"Comedy, Ecchi, Harem, Romance, School",TV,12.0,155795,7.69
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1.0,7834,7.69
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,"Comedy, Drama, Slice of Life",Movie,1.0,4467,7.69
Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",TV,24.0,313114,7.69
Tonari no Seki-kun,"Comedy, School, Seinen",TV,21.0,82568,7.69
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,"Shounen, Supernatural",TV,12.0,61919,7.69
Ajin OVA,"Action, Horror, Mystery, Seinen, Supernatural",OVA,3.0,15613,7.68
Amagi Brilliant Park,"Comedy, Magic",TV,13.0,217003,7.68
Ashita no Nadja,"Adventure, Drama, Historical, Romance, Shoujo",TV,50.0,13742,7.68
Basilisk: Kouga Ninpou Chou,"Action, Adventure, Fantasy, Historical, Romance, Samurai, Supernatural",TV,24.0,98144,7.68
Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1.0,16868,7.68
Btooom!,"Action, Psychological, Sci-Fi, Seinen",TV,12.0,329561,7.68
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"Action, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Special,1.0,17166,7.68
Kaleido Star: Aratanaru Tsubasa - Extra Stage,"Adventure, Comedy, Drama, Shoujo",OVA,1.0,9248,7.68
Mahou Sensei Negima! Shiroki Tsubasa Ala Alba,"Adventure, Comedy, Ecchi, Harem, Magic, Romance, Shounen, Supernatural, Vampire",OVA,3.0,15616,7.68
Mutsu Enmei Ryuu Gaiden: Shura no Toki,"Action, Historical, Martial Arts, Samurai, Shounen",TV,26.0,13959,7.68
Persona 4 the Animation,"Adventure, Mystery, School, Sci-Fi, Super Power, Supernatural",TV,25.0,134942,7.68
Sora no Otoshimono,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,13.0,227681,7.68
Aura: Maryuuin Kouga Saigo no Tatakai,"Comedy, Drama, Romance, School, Supernatural",Movie,1.0,22599,7.67
City Hunter: Goodbye My Sweetheart,"Adventure, Comedy, Shounen",Special,1.0,2832,7.67
Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,"Comedy, Mystery, Police, Shounen",OVA,1.0,6460,7.67
Fantastic Children,"Adventure, Fantasy, Mystery, Romance, Sci-Fi",TV,26.0,17773,7.67
Free!,"Comedy, School, Slice of Life, Sports",TV,12.0,265791,7.67
Ghost in the Shell (2015),"Action, Mecha, Police, Psychological, Sci-Fi",Movie,1.0,19872,7.67
Grisaia no Kajitsu,"Drama, Harem, Psychological, Romance, School",TV,13.0,178166,7.67
Haiyore! Nyaruko-san F,"Comedy, Parody, Romance, Sci-Fi",OVA,1.0,19620,7.67
Hetalia: The Beautiful World Extra Disc,"Comedy, Historical, Parody",OVA,1.0,4788,7.67
Jewelpet Twinkle☆,"Fantasy, Magic, School, Shoujo",TV,52.0,4110,7.67
Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",Movie,1.0,55697,7.67
Kiznaiver,"Drama, Sci-Fi",TV,12.0,197912,7.67
Kore wa Zombie Desu ka?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,12.0,295782,7.67
Mitsudomoe Special,"Comedy, School, Slice of Life",Special,1.0,11354,7.67
New Prince of Tennis,"Action, Comedy, Shounen, Sports",TV,13.0,30630,7.67
Sakamoto desu ga?,"Comedy, School, Seinen",TV,12.0,171452,7.67
Tales of Symphonia The Animation: Tethe&#039;alla-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,4.0,20355,7.67
Tatakae! Chou Robot Seimeitai Transformers,"Adventure, Mecha, Sci-Fi, Shounen",TV,98.0,5652,7.67
Tsubasa Chronicle,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",TV,26.0,134705,7.67
Aldnoah.Zero,"Action, Mecha, Sci-Fi",TV,12.0,244193,7.66
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1.0,122373,7.66
Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"Action, Mecha, Military, Sci-Fi",Movie,1.0,91105,7.66
Detective Conan Magic File 2: Kudou Shinichi - The Case of the Mysterious Wall and the Black Lab,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1.0,7726,7.66
Detective Conan: Conan vs. Kid - Jet Black Sniper,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,2119,7.66
Digimon Adventure tri. 1: Saikai,"Action, Adventure, Comedy, Drama",Movie,1.0,58274,7.66
Durarara!!x2 Ten: Onoroke Chakapoko,"Action, Mystery, Supernatural",Special,1.0,16171,7.66
Girls und Panzer,"Military, School",TV,12.0,104275,7.66
Heroic Age,"Action, Mecha, Military, Sci-Fi, Space",TV,26.0,62530,7.66
Kareshi Kanojo no Jijou,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26.0,94165,7.66
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,"Comedy, Sci-Fi, Shounen",Movie,1.0,2430,7.66
Konjiki no Gash Bell!!,"Adventure, Comedy, Magic, Shounen, Supernatural",TV,150.0,51403,7.66
Log Horizon 2nd Season,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25.0,215817,7.66
Mobile Suit Gundam Seed: Seed Supernova - Tanekyara Gekijou,"Comedy, Parody",Special,4.0,5508,7.66
Mobile Suit Gundam Wing: Operation Meteor,"Action, Adventure, Drama, Mecha, Military, Psychological, Sci-Fi, Space",OVA,4.0,6768,7.66
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Comedy, Seinen, Slice of Life",ONA,4.0,101495,7.66
Plawres Sanshirou,"Adventure, Mecha, School, Sci-Fi, Shounen, Sports",TV,37.0,1718,7.66
Pokemon: Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1.0,100089,7.66
Shion no Ou,"Drama, Game, Mystery, Thriller",TV,22.0,20553,7.66
Slam Dunk: Zenkoku Seiha Da! Sakuragi Hanamichi,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,1.0,7992,7.66
Tales of Symphonia The Animation: Sekai Tougou-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,3.0,14036,7.66
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,"Comedy, Drama, Music",Movie,1.0,12262,7.66
Udon no Kuni no Kiniro Kemari,"Fantasy, Seinen, Slice of Life",TV,12.0,33885,7.66
UFO Robo Grendizer,"Mecha, Sci-Fi, Shounen",TV,74.0,4381,7.66
Aa! Megami-sama! Movie,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,1.0,29330,7.65
Acchi Kocchi (TV),"Comedy, Romance, School, Seinen, Slice of Life",TV,12.0,127973,7.65
Area 88,"Action, Adventure, Drama, Military, Romance",OVA,3.0,6645,7.65
Darker than Black: Kuro no Keiyakusha Special,"Comedy, Parody, Sci-Fi",Special,1.0,87609,7.65
Detective Conan: Black History 2,"Adventure, Comedy, Mystery, Police, Shounen",Special,1.0,2718,7.65
Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",TV,51.0,94391,7.65
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"Adventure, Comedy, Fantasy",Movie,1.0,1583,7.65
Flying Witch,"Comedy, Magic, Shounen, Slice of Life, Supernatural",TV,12.0,95933,7.65
Fushigi no Umi no Nadia,"Adventure, Comedy, Historical, Romance, Sci-Fi",TV,39.0,24229,7.65
High School DxD BorN: Yomigaeranai Fushichou,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",OVA,1.0,22497,7.66
Jigoku Sensei Nube,"Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural",TV,49.0,8908,7.65
Kappa no Coo to Natsuyasumi,"Adventure, Shounen",Movie,1.0,6953,7.65
Majokko Shimai no Yoyo to Nene,"Fantasy, Magic",Movie,1.0,8698,7.65
Minami-ke Okaeri,"Comedy, School, Slice of Life",TV,13.0,45233,7.65
New Prince of Tennis Specials,"Action, Comedy, Shounen, Sports",Special,7.0,5524,7.65
Nijuu Mensou no Musume,"Action, Adventure, Mystery",TV,22.0,21009,7.65
Non Non Biyori: Okinawa e Ikukoto ni Natta,"Comedy, School, Seinen, Slice of Life",OVA,1.0,25169,7.65
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura","Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1.0,29771,7.65
Owari no Seraph,"Action, Drama, Shounen, Supernatural, Vampire",TV,12.0,315630,7.65
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,"Comedy, Parody, School",Special,1.0,6929,7.65
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,"Drama, Historical, Samurai, Shounen",Movie,1.0,33191,7.65
"Yondemasu yo, Azazel-san. Z","Comedy, Demons, Supernatural",TV,13.0,20640,7.65
Aa! Megami-sama!: Sorezore no Tsubasa Specials,"Comedy, Magic, Romance, Seinen, Supernatural",Special,2.0,16986,7.64
Bishoujo Senshi Sailor Moon SuperS,"Drama, Magic, Romance, Shoujo",TV,39.0,55056,7.64
CLAMP in Wonderland 2,"Action, Comedy, Drama, Fantasy, Magic, Music, Romance",Music,1.0,13985,7.64
Detective Conan OVA 04: Conan and Kid and Crystal Mother,"Adventure, Mystery, Police, Shounen",OVA,1.0,8974,7.64
Future GPX Cyber Formula Saga,"Drama, Sci-Fi, Shounen, Sports",OVA,8.0,1040,7.64
Ghost in the Shell: Arise - Border:1 Ghost Pain,"Mecha, Police, Psychological, Sci-Fi",Movie,1.0,31747,7.64
Hakuouki OVA,"Action, Drama, Historical, Samurai, Supernatural",OVA,2.0,7791,7.64
Hellsing,"Action, Horror, Seinen, Supernatural, Vampire",TV,13.0,308995,7.64
Hokuto no Ken 2,"Action, Drama, Martial Arts, Super Power",TV,43.0,11090,7.64
Junjou Romantica Special,"Comedy, Romance, Shounen Ai",Special,1.0,17378,7.64
Kaitou Saint Tail,"Adventure, Magic, Romance, Shoujo",TV,43.0,8794,7.64
Kore wa Zombie Desu ka? of the Dead OVA,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",OVA,1.0,54828,7.64
Little Busters!,"Comedy, Drama, School, Slice of Life, Supernatural",TV,26.0,138655,7.64
Marmalade Boy,"Comedy, Drama, Romance, Shoujo",TV,76.0,24745,7.64
Ningen Shikkaku: Director&#039;s Cut-ban,"Drama, Historical, Psychological, Seinen",Movie,1.0,4292,7.64
Omoide Poroporo,"Drama, Romance, Slice of Life",Movie,1.0,39589,7.64
R.O.D the TV,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",TV,26.0,47053,7.64
Saint☆Oniisan,"Comedy, Seinen, Slice of Life",OVA,2.0,33668,7.64
Sayonara Zetsubou Sensei Special,"Comedy, Mystery, Parody",Special,1.0,9669,7.63
Suisei no Gargantia,"Action, Adventure, Mecha, Sci-Fi",TV,13.0,170754,7.64
Towa no Quon 3: Mugen no Renza,"Action, Super Power, Supernatural",Movie,1.0,19053,7.64
Watashi ga Motete Dousunda,"Comedy, Harem, Romance, School, Shoujo",TV,12.0,57638,7.64
"Yondemasu yo, Azazel-san. (TV)","Comedy, Demons, Supernatural",TV,13.0,42147,7.64
&quot;Bungaku Shoujo&quot; Movie,"Drama, Mystery, Romance, School",Movie,1.0,40984,7.63
Amaama to Inazuma,"Comedy, Seinen, Slice of Life",TV,12.0,95339,7.63
Angel Beats!: Another Epilogue,"Drama, School, Supernatural",Special,1.0,134180,7.63
Hakuouki Reimeiroku,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,12.0,29485,7.63
Hokuto no Ken: Raoh Gaiden Gekitou-hen,"Action, Adventure, Martial Arts, Romance",Movie,1.0,4614,7.63
Initial D Battle Stage,"Action, Cars, Drama, Seinen, Sports",OVA,1.0,13633,7.63
Konnichiwa Anne: Before Green Gables,"Drama, Historical, Kids, Slice of Life",TV,39.0,2723,7.63
Kuruneko,"Comedy, Slice of Life",TV,50.0,2526,7.63
Love Live! Sunshine!!,"Music, School, Slice of Life",TV,13.0,45246,7.63
Mardock Scramble: The First Compression,"Action, Psychological, Sci-Fi",Movie,1.0,40698,7.63
Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12.0,66972,7.63
Patalliro!,"Adventure, Comedy, Romance, Shoujo, Shounen Ai",TV,49.0,2409,7.63
Perrine Monogatari,"Drama, Historical, Shoujo, Slice of Life",TV,53.0,1744,7.63
Prince of Tennis: Atobe&#039;s Gift,"Comedy, Shounen, Sports",Movie,1.0,10567,7.63
Rokka no Yuusha,"Action, Adventure, Fantasy, Magic, Mystery",TV,12.0,218747,7.63
Saki Achiga-hen: Episode of Side-A Specials,"Game, School, Slice of Life",Special,4.0,9163,7.63
"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari","Comedy, Drama, Ecchi, Fantasy, Magic, Romance, Shounen, Slice of Life",Movie,1.0,4199,7.63
Sora no Otoshimono: Project Pink,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",OVA,1.0,61903,7.63
Suzumiya Haruhi-chan no Yuuutsu,"Comedy, Parody",ONA,25.0,70416,7.63
Uchuu Senkan Yamato 2,"Action, Adventure, Drama, Military, Sci-Fi, Space",TV,26.0,3461,7.63
Yawara!,"Action, Comedy, Drama, Martial Arts, Romance, Slice of Life, Sports",TV,124.0,6437,7.63
Accel World,"Action, Game, Romance, School, Sci-Fi",TV,24.0,324284,7.62
Acchi Kocchi (TV): Place=Princess,"Comedy, Romance, School, Seinen, Slice of Life",Special,1.0,26246,7.62
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama, Magic, Shoujo",Movie,1.0,24968,7.62
Cardcaptor Sakura Specials,Comedy,Special,3.0,18604,7.62
Darker than Black: Ryuusei no Gemini,"Action, Mystery, Sci-Fi, Super Power",TV,12.0,222243,7.62
Donten ni Warau,"Action, Historical, Shoujo",TV,12.0,57649,7.62
"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen","Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Movie,1.0,65953,7.62
Dragon Ball Z Movie 14: Kami to Kami,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power",Movie,1.0,66471,7.62
Fate/kaleid liner Prisma☆Illya 3rei!!,"Action, Comedy, Fantasy, Magic",TV,12.0,30457,7.62
Gallery Fake,"Mystery, Seinen",TV,37.0,6806,7.62
Grimm Masterpiece Theater,"Adventure, Comedy, Fantasy, Kids, Magic",TV,24.0,1938,7.62
Hello!! Kiniro Mosaic,"Comedy, School, Slice of Life",TV,12.0,33295,7.63
Hidamari Sketch Specials,"Comedy, School, Slice of Life",Special,2.0,13334,7.62
InuYasha: Guren no Houraijima,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural",Movie,1.0,50008,7.62
Kuroko no Basket Movie 2: Winter Cup Soushuuhen - Namida no Saki e,"School, Shounen, Sports",Movie,1.0,5470,7.61
Metropolis,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen",Movie,1.0,44030,7.62
Mobile Fighter G Gundam,"Adventure, Comedy, Drama, Martial Arts, Mecha, Romance, Sci-Fi, Space, Sports",TV,49.0,36338,7.62
Naruto: Shippuuden Movie 5 - Blood Prison,"Action, Adventure, Martial Arts, Mystery, Shounen, Super Power",Movie,1.0,75660,7.62
Shigofumi,"Drama, Fantasy, Psychological, Supernatural, Thriller",TV,12.0,54000,7.62
Shinryaku!? Ika Musume,"Comedy, Shounen, Slice of Life",TV,12.0,45613,7.62
Shokugeki no Souma OVA,"Ecchi, School, Shounen",OVA,3.0,24456,7.62
Shoubushi Densetsu Tetsuya,"Game, Historical, Shounen",TV,20.0,3735,7.62
So Ra No Wo To Specials,"Military, Music, Sci-Fi, Slice of Life",Special,2.0,16491,7.62
Sweat Punch,"Action, Fantasy, Historical, Mecha",OVA,5.0,26679,7.62
Yozakura Quartet: Tsuki ni Naku,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",OVA,3.0,13790,7.62
Yuusha Keisatsu J-Decker,"Action, Adventure, Mecha, Police, Sci-Fi",TV,48.0,1116,7.62
Zero no Tsukaima,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",TV,13.0,346828,7.62
Aa! Megami-sama! (TV) Specials,"Comedy, Magic, Romance, Seinen, Supernatural",Special,3.0,19257,7.61
Amagami SS+ Plus,"Comedy, Romance, School, Slice of Life",TV,13.0,73813,7.61
Ayakashi: Japanese Classic Horror,"Fantasy, Historical, Horror",TV,11.0,34938,7.61
Casshern Sins,"Action, Adventure, Drama, Psychological, Sci-Fi",TV,24.0,80307,7.61
Digimon Adventure Movie,"Action, Fantasy, Kids, Sci-Fi",Movie,1.0,60753,7.61
